year,wareki,month,day,text,forTransText,english,ov150words
1958,昭和33,11,,今立町，今立町新在家に製紙試験場を開設〔昭和34年度商工繊維施策の概要〕.,今立町，今立町新在家に製紙試験場を開設,"Imadate Town established a paper manufacturing testing facility in Shinzaike, Imadate Town.",1
1958,昭和33,12,1,県乗合自動車会社(県バス)，年末手当問題で県地労委にあっせんを申請.第一・第二組合の闘争方針の不一致により紛糾(12.21地労委，職権による調停を行う)〔福井県地方労働委員会50年のあゆみ〕.,県乗合自動車会社(県バス)，年末手当問題で県地労委にあっせんを申請.第一・第二組合の闘争方針の不一致により紛糾(12.21地労委，職権による調停を行う),Prefectural Bus Company files for mediation with the Prefectural Labor Relations Commission over the year-end allowance issue. The dispute arises due to a disagreement between the first and second unions' fighting policies (December 21: the District Labor Relations Commission arbitrates the case on its own authority).,2
1958,昭和33,12,15,上打波発電所(1万200kw)運転開始〔北陸電力40年史〕.,上打波発電所(1万200kw)運転開始,"Kami-Utsunami Power Plant (10,200kw) begins operation.",1
1958,昭和33,12,16,政府，町村合併最終処理に関する件を閣議決定.,政府，町村合併最終処理に関する件を閣議決定.,The cabinet approved the final disposal of the merger of towns and villages.,1
1958,昭和33,12,26,県農村建設政治連盟(農政連)結成〔福井県農政連設立十周年記念誌〕.,県農村建設政治連盟(農政連)結成,The Rural Construction Political Federation (Noseiren) was formed.,1
1958,昭和33,,,この年下期より景気が上向く(岩戸景気).,この年下期より景気が上向く(岩戸景気).,The economy began to improve in the second half of the year (Iwato Boom).,1
1959,昭和34,1,12,県合成繊維織物工業協同組合結成〔福井新聞〕.,県合成繊維織物工業協同組合結成,Prefectural Synthetic Fiber Textile Industry Cooperative Association formed.,1
1959,昭和34,1,17,福井交通労組，団体交渉促進あっせんを県地労委へ申請.労組，県全労会議派と県労評派に分裂し内紛(～4.2)〔福井新聞，福井県地方労働委員会50年のあゆみ〕.,福井交通労組，団体交渉促進あっせんを県地労委へ申請.労組，県全労会議派と県労評派に分裂し内紛(～4.2),"Fukui Kotsu Workers' Union applies to the Prefectural District Labor Relations Commission for mediation to promote collective bargaining. The labor union splits into two factions, the Zenro-Kaigi faction and the Kenro-Byori faction, resulting in civil strife (~Apr. 2).",2
1959,昭和34,1,20,県連合青果株式会社開業〔福井新聞〕.,県連合青果株式会社開業,Ken Rengo Fruits and Vegetables Co.,1
1959,昭和34,1,26,県港湾協会発足(59の民間会社と敦賀市長・三国・川西・高浜町長を会員)〔福井新聞〕.,県港湾協会発足(59の民間会社と敦賀市長・三国・川西・高浜町長を会員),"The Prefectural Port Association is established (59 private companies and the mayors of Tsuruga, Mikuni, Kawanishi, and Takahama are members).",1
1959,昭和34,2,1,丹生郡国見村，福井市に合併〔県告示第36号〕.,丹生郡国見村，福井市に合併,"Kunimi Village, Niu County, merges into Fukui City.",1
1959,昭和34,2,6,福井市立体育館完成式，高松宮来県〔福井新聞〕.,福井市立体育館完成式，高松宮来県,Completion ceremony of Fukui Municipal Gymnasium; Prince Takamatsu visits Fukui.,1
1959,昭和34,2,16,福井市内若手経営者の経営研究グループが福井経営研究会を結成〔福井新聞〕.,福井市内若手経営者の経営研究グループが福井経営研究会を結成,Management research group of young managers in Fukui City formed Fukui Management Research Association.,1
1959,昭和34,2,22,福井交通の第一・第二労組が対立し，本社車庫前で乱闘となる〔福井新聞〕.,福井交通の第一・第二労組が対立し，本社車庫前で乱闘となる,"The No. 1 and No. 2 labor unions of Fukui Kotsu get into a dispute, resulting in a brawl in front of the garage of the company's head office.",1
1959,昭和34,2,23,県議会の自由民主党県議員会と弥生会の一部が合同，自由民主党クラブを結成〔福井新聞〕.,県議会の自由民主党県議員会と弥生会の一部が合同，自由民主党クラブを結成,The Liberal Democratic Party Prefectural Assembly and part of the Yayoi Association joined together to form the Liberal Democratic Party Club.,1
1959,昭和34,3,1,県海外協会主催「海外移住展」開催，会場のだるまや百貨店にブラジル移住相談所を設置〔福井新聞〕.,県海外協会主催「海外移住展」開催，会場のだるまや百貨店にブラジル移住相談所を設置,"The Prefectural Overseas Emigration Association held the ""Overseas Emigration Exhibition"" and set up a Brazilian emigration consultation center at the Darumaya Department Store.",2
1959,昭和34,3,7,県内鉄工7組合が合併し，県鉄工協会を結成〔福井新聞〕.,県内鉄工7組合が合併し，県鉄工協会を結成,Seven ironworkers' unions in the prefecture merge to form the Prefectural Ironworkers' Association.,1
1959,昭和34,3,13,敦賀タクシー労組，基本給引上げなどを求め県地労委へあっせん申請〔福井県地方労働委員会50年のあゆみ〕.,敦賀タクシー労組，基本給引上げなどを求め県地労委へあっせん申請,"Tsuruga Taxi Workers' Union files an application for mediation with the Prefectural District Labor Relations Commission, demanding an increase in basic wages.",2
1959,昭和34,3,20,北陸線福井・森田間の複線化第1期工事着工(5.14第2期工事着工)〔福井新聞〕.,北陸線福井・森田間の複線化第1期工事着工(5.14第2期工事着工),Construction begins on the first phase of the Hokuriku Line double-tracking between Fukui and Morita (second phase begins on May 14).,1
1959,昭和34,3,23,海岸道路三国・敦賀線(現国道305号)開通〔福井新聞〕.,海岸道路三国・敦賀線(現国道305号)開通,The Mikuni-Tsuruga coastal road (currently Route 305) opened to traffic.,1
1959,昭和34,3,24,大野市木の本原開拓工事完成〔福井新聞〕.,大野市木の本原開拓工事完成,Ono City Kinomotohara development work completed.,1
1959,昭和34,4,1,武生工業高校開校.北陸電気専門学校，福井実業高校と改称〔県条例第13号，金井学園三十年史〕.,武生工業高校開校.北陸電気専門学校，福井実業高校と改称,Takefu Technical High School opens. Hokuriku Denki Senmon Gakko renamed Fukui Jitsugyo High School.,1
1959,昭和34,4,10,皇太子明仁・正田美智子結婚.,皇太子明仁・正田美智子結婚.,Crown Prince Akihito and Michiko Shoda married.,1
1959,昭和34,4,22,県TWI協会解散，県産業訓練協会結成〔福井新聞〕.,県TWI協会解散，県産業訓練協会結成,Prefectural TWI Association dissolved and Prefectural Industrial Training Association formed.,1
1959,昭和34,4,22,福井市長選挙，坪川信三当選.,福井市長選挙，坪川信三当選.,Election of Shinzo Tsubokawa as mayor of Fukui City.,1
1959,昭和34,4,23,県議会議員選挙・県知事選挙，北栄造知事当選.,県議会議員選挙・県知事選挙，北栄造知事当選.,Prefectural Assembly member and prefectural governor elections: Governor Eizo Kita elected.,1
1959,昭和34,4,23,今立郡池田村美濃俣地区で幅1㎞長さ4㎞にわたる地滑り発生，美濃俣川がせき止められる〔福井新聞〕.,今立郡池田村美濃俣地区で幅1㎞長さ4㎞にわたる地滑り発生，美濃俣川がせき止められる,"Landslide 1 km wide and 4 km long occurs in Minomata district, Ikeda-mura, Imadate-gun, blocking Minomata River.",1
1959,昭和34,4,,県食品小売商協同組合，協同仕入れ実施を決定.福井市設市場青果食品卸業協同組合，同決定に反対し対立〔福井新聞〕.,県食品小売商協同組合，協同仕入れ実施を決定.福井市設市場青果食品卸業協同組合，同決定に反対し対立,"The Prefectural Food Retailers Cooperative Association decided to implement cooperative purchasing. The Fukui City Market Fruit and Vegetable Wholesalers Association opposes the decision, and a confrontation ensues.",2
1959,昭和34,4,,京福電鉄，大野交通自動車を買収〔京福電気鉄道30年史〕.,京福電鉄，大野交通自動車を買収,Keifuku Electric Railway acquires Ono Kotsu Jidosha.,1
1959,昭和34,5,2,加藤尚，松平家より福井城址の濠・石垣を購入し，濠の一部の埋立を福井市に申請(6.9申請取下げ)〔福井新聞〕.,加藤尚，松平家より福井城址の濠・石垣を購入し，濠の一部の埋立を福井市に申請(6.9申請取下げ),Hisashi Kato purchased the moat and stone walls of Fukui Castle ruins from the Matsudaira family and applied to Fukui City for reclamation of part of the moat (application withdrawn on June 9).,2
1959,昭和34,5,6,信漁連，自主再建整備に着手(12.11農林中金の援助決定)〔福井県水産界史〕.,信漁連，自主再建整備に着手(12.11農林中金の援助決定),The Shinryoren fishermen's association began to rebuild and improve the area on its own (Dec. 11: The Norinchukin Bank decided to provide assistance).,2
1959,昭和34,5,8,県議会に，県議会自由民主党・社会党クラブ・無所属会結成(8.10無所属会，清交クラブと名称変更)〔福井県議会事例集〕.,県議会に，県議会自由民主党・社会党クラブ・無所属会結成(8.10無所属会，清交クラブと名称変更),"The Liberal Democratic Party, Socialist Party Club, and Non-Partisan Association formed in the prefectural assembly (renamed the Non-Partisan Association and the Seikou Club on August 10).",2
1959,昭和34,5,13,麻王伝兵衛，県議会議長就任〔福井県議会史〕.,麻王伝兵衛，県議会議長就任,Denbei Ao becomes chairman of the prefectural assembly.,1
1959,昭和34,5,26,電源開発株式会社，県に対し九頭竜川の電源開発計画を説明〔福井新聞〕.,電源開発株式会社，県に対し九頭竜川の電源開発計画を説明,Ltd. explains to the prefectural government its plans for power development along the Kuzuryu River.,1
1959,昭和34,5,26,鷹巣港の修築工事着工〔福井新聞〕.,鷹巣港の修築工事着工,Takanosu Port reconstruction work begins.,1
1959,昭和34,5,,琵琶湖を通じ敦賀湾と大阪湾を結ぶ運河建設構想がもち上がる〔福井新聞〕.,琵琶湖を通じ敦賀湾と大阪湾を結ぶ運河建設構想がもち上がる,A canal connecting Tsuruga Bay and Osaka Bay via Lake Biwa is proposed.,1
1959,昭和34,5,,越前松島水族館，三国町崎に開館〔京福電気鉄道30年史〕.,越前松島水族館，三国町崎に開館,"Echizen Matsushima Aquarium opens in Saki, Mikuni-cho.",1
1959,昭和34,6,2,参議院議員選挙，高橋衛当選.,参議院議員選挙，高橋衛当選.,Mamoru Takahashi is elected to the House of Councillors.,1
1959,昭和34,6,27,県内観光団体が，北陸一帯の国際観光ルート指定運動を始める〔福井経済〕.,県内観光団体が，北陸一帯の国際観光ルート指定運動を始める,Prefectural tourism organizations begin campaign to designate the entire Hokuriku region as an international tourist route.,1
1959,昭和34,6,,福井経済同友会，「生産共同体」(プロダクション・チーム)の形成を提唱〔福井経済〕.,福井経済同友会，「生産共同体」(プロダクション・チーム)の形成を提唱,"Fukui Keizai Doyukai (Fukui Association of Corporate Executives) proposed the formation of a ""Production Community"" (Production Team).",1
1959,昭和34,7,10,最低賃金法施行.,最低賃金法施行.,Minimum Wage Law enacted.,1
1959,昭和34,7,18,県労評・社会党県連・福井働く婦人の会など15団体が安保改定反対県民会議を結成〔福井県労働運動史〕.,県労評・社会党県連・福井働く婦人の会など15団体が安保改定反対県民会議を結成,"Fifteen organizations, including the Fukui Prefectural Labor Council, the Socialist Party Prefectural Federation, and the Fukui Working Women's Association, formed the Fukui Prefectural Citizens' Conference Against the Revision of the Security Treaty.",2
1959,昭和34,7,21,日本労働組合総同盟県連合会(総同盟県連)結成〔福井県労働運動史〕.,日本労働組合総同盟県連合会(総同盟県連)結成,Prefectural Federation of Japanese Trade Union Confederations (Confederation of Trade Unions) formed.,1
1959,昭和34,7,,福井・鯖江市で自衛隊誘致運動本格化〔福井新聞〕.,福井・鯖江市で自衛隊誘致運動本格化,"Campaign to attract Self-Defense Forces begins in earnest in Sabae City, Fukui.",1
1959,昭和34,8,1,白山村，武生市に合併〔県告示第407号〕.,白山村，武生市に合併,Hakusan Village merges with Takefu City,1
1959,昭和34,8,3,NHK福井放送局，テレビ放送を開始〔福井経済40年のあゆみ〕.,NHK福井放送局，テレビ放送を開始,NHK Fukui Broadcasting Station begins television broadcasting.,1
1959,昭和34,8,8,福井地区中小企業労働組合連合会結成〔福井県労働運動史〕.,福井地区中小企業労働組合連合会結成,Fukui Area Federation of Labor Unions of Small and Medium Enterprises formed.,1
1959,昭和34,8,13,嶺北地方に豪雨，堤防決壊し大野郡和泉村と足羽郡美山村孤立，福井市桜橋流失〔福井新聞〕.,嶺北地方に豪雨，堤防決壊し大野郡和泉村と足羽郡美山村孤立，福井市桜橋流失,"Torrential rains in the Reinan area caused Izumi Village, Ono-gun and Miyama Village, Ashiba-gun to be isolated due to levee breakage, and the Sakura Bridge in Fukui City to be washed away.",2
1959,昭和34,8,29,全繊同盟県支部，梯織物会社で不当労働行為があるとして県地労委に解雇取消などのあっせんを申請(～9.11)〔福井県地方労働委員会50年のあゆみ〕.,全繊同盟県支部，梯織物会社で不当労働行為があるとして県地労委に解雇取消などのあっせんを申請(～9.11),"The prefectural branch of the Alliance of Zensen Unions applied to the Prefectural District Labor Relations Commission for mediation to rescind dismissal of a textile company, alleging unfair labor practices (~Sep. 11).",2
1959,昭和34,9,1,国道8号鞠山トンネル開通〔福井新聞〕.,国道8号鞠山トンネル開通,National Highway No. 8 Mariyama Tunnel opens.,1
1959,昭和34,9,26,伊勢湾台風来襲，死傷者31人・家屋全半壊237棟(11.13小浜市など24市町村，災害激じん地に指定される)〔福井新聞，福井県の気象百年〕.,伊勢湾台風来襲，死傷者31人・家屋全半壊237棟(11.13小浜市など24市町村，災害激じん地に指定される),"Isewan Typhoon Isewan strikes, resulting in 31 casualties and 237 houses completely destroyed (Nov. 13: 24 municipalities, including Obama City, are designated as disaster-stricken areas).",2
1959,昭和34,9,27,鯖江市長泉寺山の開発工事着工(～1962.12)〔福井経済〕.,鯖江市長泉寺山の開発工事着工(～1962.12),Construction begins on the development of Chosenjiyama in Sabae City (~Dec. 1962).,1
1959,昭和34,10,4,福井繊維合同労働組合結成〔福井新聞〕.,福井繊維合同労働組合結成,Fukui Textile Joint Labor Union is formed.,1
1959,昭和34,10,6,敦賀港1万トン岸壁の建設工事着工(～1962.5)〔福井新聞〕.,敦賀港1万トン岸壁の建設工事着工(～1962.5),"Construction begins on a 10,000-ton quay at Tsuruga Port (~1962.5)",1
1959,昭和34,10,11,日本レイヨン，「ナイロン織物会」を結成〔福井経済〕.,日本レイヨン，「ナイロン織物会」を結成,Nippon Rayon formed the Nylon Textile Association.,1
1959,昭和34,10,16,福井駅前商店街，いっせい休日制を実施〔福井経済〕.,福井駅前商店街，いっせい休日制を実施,The shopping district in front of Fukui Station implements a uniform holiday system.,1
1959,昭和34,10,28,福井大学学芸学部教員有志60名，安保改定反対の声明書を発表〔福井新聞〕.,福井大学学芸学部教員有志60名，安保改定反対の声明書を発表,Sixty faculty members of the University of Fukui Faculty of Arts and Sciences issue a statement opposing the revision of the Security Treaty.,1
1959,昭和34,10,29,武生・鯖江地区工場適地調査結果まとまる〔福井新聞〕.,武生・鯖江地区工場適地調査結果まとまる,Results of survey on suitable factory sites in Takefu and Sabae area compiled.,1
1959,昭和34,10,30,県教組の勤務評定闘争に反対する教諭ら，県教育協議会を結成〔福井新聞〕.,県教組の勤務評定闘争に反対する教諭ら，県教育協議会を結成,"Teachers oppose the prefectural teachers' union's strike against work evaluations, and form the Prefectural Education Council.",1
1959,昭和34,10,30,中央電力協議会，奥越電源開発の北陸電力着工を支持〔福井経済〕.,中央電力協議会，奥越電源開発の北陸電力着工を支持,The Central Electricity Council of Japan supports the start of construction by Hokuriku Electric Power Co.,1
1959,昭和34,11,2,全繊同盟県支部傘下の14労組，最低賃金の賃上げを要求し県地労委にあっせんを申請〔福井県地方労働委員会50年のあゆみ〕.,全繊同盟県支部傘下の14労組，最低賃金の賃上げを要求し県地労委にあっせんを申請,"Fourteen labor unions affiliated with the prefectural branch of the All-Japan Federation of Textile Workers' Unions apply to the Prefectural District Labor Relations Commission for mediation, demanding an increase in minimum wages.",2
1959,昭和34,11,23,敦賀市文化協会結成〔敦賀市史〕.,敦賀市文化協会結成,Tsuruga City Cultural Association formed.,1
1959,昭和34,11,25,福井県沖縄経済見本市開催(～11.27)〔福井新聞〕.,福井県沖縄経済見本市開催(～11.27),Fukui Prefecture Okinawa Economy Trade Fair held (Nov. 27).,1
1959,昭和34,11,,芦原町と金津町が財政再建準用団体に承認される〔福井新聞〕.,芦原町と金津町が財政再建準用団体に承認される,Ashihara-cho and Kanazu-cho approved as quasi-financial restructuring organizations.,1
1959,昭和34,12,9,県手すき紙工業協同組合，県内で初めて最低賃金協定を承認〔福井経済〕.,県手すき紙工業協同組合，県内で初めて最低賃金協定を承認,Prefectural Handmade Paper Industry Cooperative approved the first minimum wage agreement in the prefecture.,1
1959,昭和34,12,12,国体招致準備委員会開催，招致委員会と同事務局の設置を決定〔福井新聞〕.,国体招致準備委員会開催，招致委員会と同事務局の設置を決定,National Athletic Meet Bid Preparation Committee convenes and decides to establish a bid committee and secretariat.,1
1959,昭和34,12,16,東洋レーヨン，「東レ合繊織物会」を結成〔福井経済40年のあゆみ〕.,東洋レーヨン，「東レ合繊織物会」を結成,"Toyo Rayon Co., Ltd. forms the Toray Synthetic Textile Association.",1
1959,昭和34,12,22,安保阻止県民会議，県内平和行進と県民総決起大会を開催〔福井新聞〕.,安保阻止県民会議，県内平和行進と県民総決起大会を開催,The Prefectural Citizens' Conference Against the Security Treaty holds a peace march in the prefecture and a rally of prefectural residents.,1
1959,昭和34,12,23,全繊同盟県支部，梯織物労組の年末一時金と暫定労働協約締結問題につき県地労委へあっせんを申請〔福井県地方労働委員会50年のあゆみ〕.,全繊同盟県支部，梯織物労組の年末一時金と暫定労働協約締結問題につき県地労委へあっせんを申請,The prefectural branch of the Zensenren (Alliance of Textile Workers) applied to the Prefectural Labor Relations Commission for mediation on the issue of the end-of-year lump-sum payment and the conclusion of a provisional labor agreement by the Ladai Textile Workers' Union.,2
1959,昭和34,12,27,奥越総合開発促進期成同盟会結成〔福井新聞〕.,奥越総合開発促進期成同盟会結成,Oetsu Comprehensive Development Promotion Alliance was formed.,1
1960,昭和35,1,6,梯織物会社，争議応援のための座込みを続けていた全繊同盟系組合員に対し，ピケ破りを強行.福井署，傷害・器物破損事件として捜査〔福井新聞〕.,梯織物会社，争議応援のための座込みを続けていた全繊同盟系組合員に対し，ピケ破りを強行.福井署，傷害・器物破損事件として捜査,"The Ladai Textile Company forced the Zensen Rengo union members, who had been sitting in support of the dispute, to tear up their picket lines. Fukui Police investigate a case of injury and damage to property.",2
1960,昭和35,1,10,自衛隊の鯖江市誘致が内定〔福井新聞〕.,自衛隊の鯖江市誘致が内定,The Self-Defense Forces' invitation to Sabae City was informally decided.,1
1960,昭和35,1,13,安保改定推進国民連合福井市支部結成〔福井新聞〕.,安保改定推進国民連合福井市支部結成,Fukui City branch of the National Coalition for the Promotion of Security Revision formed.,1
1960,昭和35,1,19,新安保条約・日米地位協定調印.,新安保条約・日米地位協定調印.,The New Security Treaty and Status of Forces Agreement were signed.,1
1960,昭和35,1,23,国鉄北陸地方労働組合結成〔福井新聞〕.,国鉄北陸地方労働組合結成,Japan National Railways Hokuriku District Labor Union formed.,1
1960,昭和35,1,26,北陸地方開発促進協議会設立〔福井新聞〕.,北陸地方開発促進協議会設立,Establishment of Hokuriku Region Development Promotion Council.,1
1960,昭和35,2,1,福井県総合開発審議会再発足〔福井経済40年のあゆみ〕.,福井県総合開発審議会再発足,Fukui Prefecture General Development Council reestablished.,1
1960,昭和35,2,12,敦賀海陸運輸会社と全日本港湾労組敦賀支部，県下初の賃金協定締結(2.11同労組敦賀支部，全日本港湾労組からの一時脱退を決議)〔福井新聞〕.,敦賀海陸運輸会社と全日本港湾労組敦賀支部，県下初の賃金協定締結(2.11同労組敦賀支部，全日本港湾労組からの一時脱退を決議),Tsuruga Kairiku Unyu and Tsuruga branch of All Japan Longshoremen's Union conclude first wage agreement in the prefecture (Tsuruga branch of the same union resolves to temporarily withdraw from the All Japan Longshoremen's Union on February 11).,2
1960,昭和35,2,20,県拓殖農業協同組合連合会設立〔福井新聞〕.,県拓殖農業協同組合連合会設立,The Prefectural Federation of Agricultural Cooperatives for Development is established.,1
1960,昭和35,2,29,県電気局，滝波川開発計画を発表〔福井新聞〕.,県電気局，滝波川開発計画を発表,The Prefectural Electricity Bureau announces the Takinami River development plan.,1
1960,昭和35,2,29,橋南タクシー労組，従業員解雇にともなう紛争解決あっせんを県地労委に申請(～3.23)〔福井県地方労働委員会50年のあゆみ〕.,橋南タクシー労組，従業員解雇にともなう紛争解決あっせんを県地労委に申請(～3.23),Hashinan Taxi Workers' Union applies to the Prefectural District Labor Relations Commission for mediation to resolve a dispute over the dismissal of an employee (Mar. 23).,2
1960,昭和35,2,,京福電鉄，丸岡タクシーを買収〔京福電気鉄道30年史〕.,京福電鉄，丸岡タクシーを買収,Keifuku Electric Railway acquires Maruoka Taxi Co.,1
1960,昭和35,3,5,福井県婦人福祉推進協議会設立〔福井県社会福祉事業発展史〕.,福井県婦人福祉推進協議会設立,Fukui Prefecture Women's Welfare Promotion Council established.,1
1960,昭和35,3,15,県原子力懇談会，研究用原子炉誘致運動を始める.遠敷郡上中町と坂井郡川西町，誘致への動きを示す〔福井新聞〕.,県原子力懇談会，研究用原子炉誘致運動を始める.遠敷郡上中町と坂井郡川西町，誘致への動きを示す,"The Prefectural Atomic Energy Advisory Council begins a campaign to invite research reactors to the prefecture. Kaminaka Town, Tohshiki County, and Kawanishi Town, Sakai County, indicate their intention to invite nuclear power plants to their cities.",2
1960,昭和35,3,16,安保条約改定阻止県民会議，県民行進と安保阻止・生活と県民を守る県民総決起大会を開催〔福井新聞〕.,安保条約改定阻止県民会議，県民行進と安保阻止・生活と県民を守る県民総決起大会を開催,Prefectural Citizens' Conference for Prevention of Revision of the Security Treaty holds a citizens' march and a rally to stop the Security Treaty and protect the lives and citizens of the prefecture.,2
1960,昭和35,3,22,北陸電力職員労組，女子オペレーターの25歳定年制に反対し無期限職場放棄を実施〔福井新聞〕.,北陸電力職員労組，女子オペレーターの25歳定年制に反対し無期限職場放棄を実施,The Hokuriku Electric Power Company Employees' Union opposes the mandatory retirement age of 25 for female operators and calls for the indefinite abandonment of the workplace.,2
1960,昭和35,3,27,県，港湾整備10か年計画を策定〔福井経済〕.,県，港湾整備10か年計画を策定,The prefectural government draws up a 10-year plan for port development.,1
1960,昭和35,3,,県内機業の労働力不足が深刻化，公共職業安定所を通じた県外新規学卒者の集団就職者数が1000人をこえる〔昭和35年版福井県労働経済の分析〕.,県内機業の労働力不足が深刻化，公共職業安定所を通じた県外新規学卒者の集団就職者数が1000人をこえる,"The labor shortage in the machinery industry in the prefecture becomes more serious, and the number of new graduates from outside the prefecture who find employment through the Public Employment Security Office exceeds 1,000.",2
1960,昭和35,4,1,県大阪事務所内に県観光センターを設置〔福井新聞〕.,県大阪事務所内に県観光センターを設置,Prefectural Tourism Center established within the Osaka Prefectural Office.,1
1960,昭和35,4,1,福井大学，応用物理学科を設置〔福井県教育百年史〕.,福井大学，応用物理学科を設置,University of Fukui establishes Department of Applied Physics.,1
1960,昭和35,4,4,県労評，研究用原子炉の県内誘致反対を表明〔福井新聞〕.,県労評，研究用原子炉の県内誘致反対を表明,Prefectural Labor Council expresses opposition to the invitation of research reactors to Fukui Prefecture.,1
1960,昭和35,4,5,国鉄北陸地方労組福井地区分会結成，国鉄労組福井支部分裂〔福井新聞〕.,国鉄北陸地方労組福井地区分会結成，国鉄労組福井支部分裂,Fukui Branch of Japan National Railways Hokuriku District Labor Union formed; Fukui Branch of Japan National Railways labor union splits.,1
1960,昭和35,4,6,福井繊維合同労組に対抗し，19機業主が福井繊維労務協議会を結成〔福井新聞〕.,福井繊維合同労組に対抗し，19機業主が福井繊維労務協議会を結成,19 machine owners form Fukui Textile Labor Council to oppose Fukui Textile Joint Labor Union.,1
1960,昭和35,4,18,民主社会党県連結成〔福井新聞〕.,民主社会党県連結成,Prefectural Federation of Democratic Socialist Party formed.,1
1960,昭和35,4,19,中小企業政治連盟福井支部，中政連県連を脱退し解散.福井中小企業振興会に組織変更(1961.7.26中政連県連に復帰)〔福井新聞〕.,中小企業政治連盟福井支部，中政連県連を脱退し解散.福井中小企業振興会に組織変更(1961.7.26中政連県連に復帰),"Fukui Branch of Federation of Small and Medium Business Political Associations withdrew from Chuseiren (Federation of Medium and Small Business Political Associations) and dissolved. The organization was reorganized as the Fukui Small and Medium Business Promotion Association (reverted to the Federation on July 26, 1961).",2
1960,昭和35,5,1,西野製紙会社，武生市の第二工場閉鎖と従業員解雇を決定(5.10西野製紙所第二工場再建六者共闘会議，工場再建要求総決起大会を開催)〔福井新聞〕.,西野製紙会社，武生市の第二工場閉鎖と従業員解雇を決定(5.10西野製紙所第二工場再建六者共闘会議，工場再建要求総決起大会を開催),"Nishino Paper Mfg. decided to close the second factory in Takefu City and to lay off employees (May 10, 1961: Six-party conference for reconstruction of the second factory of Nishino Paper Mfg. held a rally to demand factory reconstruction).",2
1960,昭和35,5,9,県経営者協会と全繊県支部，繊維産業会議を結成〔福井経済〕.,県経営者協会と全繊県支部，繊維産業会議を結成,The Fukui Prefectural Managers' Association and the prefectural branch of Zensen formed the Textile Industry Conference.,1
1960,昭和35,5,15,福井電話局，自動交換機を導入.福井・大阪・金沢・武生・鯖江間の即時通話が可能となる〔福井新聞〕.,福井電話局，自動交換機を導入.福井・大阪・金沢・武生・鯖江間の即時通話が可能となる,"Fukui Telephone Office introduced an automatic switchboard. Instantaneous calls between Fukui, Osaka, Kanazawa, Takefu, and Sabae become possible.",1
1960,昭和35,6,1,福井放送株式会社，テレビ放送を開始〔福井経済40年のあゆみ〕.,福井放送株式会社，テレビ放送を開始,Fukui Broadcasting Corporation begins television broadcasting.,1
1960,昭和35,6,4,県内各地で安保反対スト(六・四スト)と抗議集会が開催される〔福井新聞〕.,県内各地で安保反対スト(六・四スト)と抗議集会が開催される,Strikes against the Security Treaty (June 4 strike) and protest rallies are held throughout the prefecture.,1
1960,昭和35,6,7,県議会自由民主党，自由民主党県議員会と改称〔福井県議会事例集〕.,県議会自由民主党，自由民主党県議員会と改称,The Liberal Democratic Party of the Prefectural Assembly is renamed the Liberal Democratic Party Prefectural Assembly.,1
1960,昭和35,6,19,未明，改訂日米安保条約・協定が自然承認される.,未明，改訂日米安保条約・協定が自然承認される.,"In the early morning, the revised Japan-U.S. Security Treaty and Agreement are spontaneously approved.",1
1960,昭和35,6,20,親和貨物労組，解雇問題にともなう紛争解決のあっせんを県地労委に申請(～12.15)〔福井県地方労働委員会50年のあゆみ〕.,親和貨物労組，解雇問題にともなう紛争解決のあっせんを県地労委に申請(～12.15),Shinwa Cargo Workers' Union applies to the Prefectural Labor Relations Commission for mediation to resolve disputes over dismissals (~Dec. 15).,1
1960,昭和35,6,28,福井経済同友会，奥越電源開発の北陸電力案を支持〔福井新聞〕.,福井経済同友会，奥越電源開発の北陸電力案を支持,Fukui Keizai Doyukai supports Hokuriku Electric Power Company's proposal for Oetsu Power Development.,1
1960,昭和35,6,29,笠羽清右衛門，県議会議長就任〔福井県議会史〕.,笠羽清右衛門，県議会議長就任,Seiwemon Kasaha becomes chairman of the prefectural assembly.,1
1960,昭和35,7,1,県，昭和36年度を初年度とする第2次道路建設5か年計画案を策定〔福井新聞〕.,県，昭和36年度を初年度とする第2次道路建設5か年計画案を策定,"Fukui Prefectural Government draws up the second five-year road construction plan, starting in 1961.",1
1960,昭和35,7,9,福井交通の第一・第二労組が統一〔福井新聞〕.,福井交通の第一・第二労組が統一,Fukui Kotsu's labor unions No.1 and No.2 unify.,1
1960,昭和35,7,15,県，日本観光協会らに委嘱して県内観光地診断を実施(～7.20)〔福井新聞〕.,県，日本観光協会らに委嘱して県内観光地診断を実施(～7.20),Fukui Prefectural Government commissions the Japan Tourism Association and others to diagnose tourist attractions in the prefecture (~Jul. 20).,1
1960,昭和35,7,19,池田勇人内閣成立.,池田勇人内閣成立.,Cabinet of Hayato Ikeda is formed.,1
1960,昭和35,7,30,福井交通・富士タクシー・福井タクシー・本町タクシー・橋南タクシーの夏季手当にともなう紛争に対し，県地労委が職権あっせんを行う(～8.7)〔福井県地方労働委員会50年のあゆみ〕.,福井交通・富士タクシー・福井タクシー・本町タクシー・橋南タクシーの夏季手当にともなう紛争に対し，県地労委が職権あっせんを行う(～8.7),"The Prefectural District Labor Relations Commission authorized the mediation of disputes over summer allowances at Fukui Kotsu, Fuji Taxi, Fukui Taxi, Honmachi Taxi, and Hashinami Taxi.",2
